,LACode,LAName,English region,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,Cluster_5,geography,UnpaidCare_person_per,LimitedAlot_person_per,NoCentralHeating_per_hh,HouseholdSize_hh,AverageRooms_hh,SocialRent_hh_per,PrivateRent_hh_per,Ethnicity_per,Deprivation_hh_per
264,E08000028,Sandwell,West Midlands,24.1,17.5,18,16.4,12.8,14.3,16.9,15.2,12,20.95,10,8,10,10,9,10,10,10,9,10,5,Sandwell,10.88413734,10.79259762,3.437093615,2.5,5.1,27.52226374,12.90062388,30.05618981,9.09809215
177,E07000168,Scarborough,Yorkshire and the Humber,22.7,22.7,12.1,11.7,13.8,12.34,12.1,11.6,12.1,16.76,10,10,9,9,10,8,8,8,9,9,5,Scarborough,11.521881,10.45012087,4.523111156,2.2,5.4,12.4082128,19.500354,2.471666376,5.593203196
47,E06000051,Shropshire UA,West Midlands,25,21.2,15.4,13.2,14.6,16.02,13.1,11.8,12.3,16.48,10,10,10,10,10,10,9,8,9,9,5,Shropshire,11.1913605,8.3520346,3.183367522,2.3,6,13.45528016,14.97678795,2.043256274,3.922914385
200,E07000198,Staffordshire Moorlands,West Midlands,24.6,19.3,13.5,12.1,11.5,12.95,12.4,10.8,11.4,16.16,10,9,10,9,8,9,8,7,8,9,5,Staffordshire Moorlands,12.92505098,9.885074043,2.379584411,2.3,5.8,8.855214019,9.822369051,1.319176982,4.189409174
21,E06000021,Stoke-on-Trent,West Midlands,25,18.4,16.1,14.7,12.5,14.02,15.4,14.7,12.4,21.82,10,8,10,10,9,10,10,10,9,10,5,Stoke-on-Trent,10.99763863,11.75986314,2.510806414,2.3,5.1,24.16825471,14.35277713,11.36349033,8.868231466
260,E08000024,Sunderland,North East,21.3,18.7,11.7,12.4,12.7,13.99,15.3,12.6,9.2,15.26,9,9,8,9,9,10,10,9,4,8,5,Sunderland,11.80772833,12.41570057,0.831677216,2.3,5.2,27.05372501,12.15117153,4.073958462,7.920973964
79,E07000046,Torridge,South West,21.6,21.4,11.4,14,15,14.18,12.4,13.2,12.6,11.82,9,10,8,10,10,10,8,9,9,4,5,Torridge,11.91904635,9.580350569,6.417494462,2.2,5.8,9.018795112,16.95847924,1.281348392,4.938183377
266,E08000030,Walsall,West Midlands,22.6,16.7,16.2,14.3,11.7,13.18,14.4,13.7,11.8,19.35,10,7,10,10,8,9,10,10,9,10,5,Walsall,11.37370369,10.42057307,2.843575523,2.5,5.4,24.08321122,11.65717572,21.10996833,7.978891135
304,E09000031,Waltham Forest,London,12.8,10.4,11,12.1,12.1,13.22,13.5,14.6,14.2,21.06,3,3,7,9,8,9,9,10,10,10,5,Waltham Forest,8.23739879,6.92509942,3.218013442,2.6,4.7,22.06873768,25.91548714,47.80270204,8.217961822
80,E07000047,West Devon,South West,21.1,22,11.6,13.8,15.2,14.39,11.7,12.6,12.3,11.48,9,10,8,10,10,10,7,9,9,4,5,West Devon,11.94517581,8.550408007,5.592959296,2.3,6,9.496149615,15.00110011,1.536795324,3.96479648
267,E08000031,Wolverhampton,West Midlands,24.3,18.2,18.3,16.3,13.1,14.58,15.2,14.4,12.7,21.13,10,8,10,10,9,10,10,10,10,10,5,Wolverhampton,10.87746022,10.18799856,3.021227869,2.4,5.3,28.03762099,13.16832555,31.98300397,8.164263973
